ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,TotalProductCost,SalesAmount
539,2023-04-06,2023-04-18,2023-04-13,16520,SO55736,"9,3463","24,99"
529,2023-04-06,2023-04-18,2023-04-13,16520,SO55736,"1,4923","3,99"
384,2023-04-06,2023-04-18,2023-04-13,24907,SO55737,"713,0798","1120,49"
490,2023-04-06,2023-04-18,2023-04-13,24907,SO55737,"41,5723","53,99"
225,2023-04-06,2023-04-18,2023-04-13,24907,SO55737,"6,9223","8,99"
388,2023-04-06,2023-04-18,2023-04-13,16523,SO55738,"713,0798","1120,49"
353,2023-04-06,2023-04-18,2023-04-13,13255,SO55739,"1265,6195","2319,99"
485,2023-04-06,2023-04-18,2023-04-13,13255,SO55739,"8,2205","21,98"
478,2023-04-06,2023-04-18,2023-04-13,13255,SO55739,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,13255,SO55739,"1,8663","4,99"
355,2023-04-06,2023-04-18,2023-04-13,13558,SO55740,"1265,6195","2319,99"
537,2023-04-06,2023-04-18,2023-04-13,13558,SO55740,"13,09","35,00"
528,2023-04-06,2023-04-18,2023-04-13,13558,SO55740,"1,8663","4,99"
485,2023-04-06,2023-04-18,2023-04-13,13558,SO55740,"8,2205","21,98"
578,2023-04-06,2023-04-18,2023-04-13,14065,SO55741,"755,1508","1214,85"
234,2023-04-06,2023-04-18,2023-04-13,11211,SO55742,"38,4923","49,99"
481,2023-04-06,2023-04-18,2023-04-13,11211,SO55742,"3,3623","8,99"
222,2023-04-06,2023-04-18,2023-04-13,11203,SO55743,"13,0863","34,99"
488,2023-04-06,2023-04-18,2023-04-13,11203,SO55743,"41,5723","53,99"
536,2023-04-06,2023-04-18,2023-04-13,16610,SO55744,"11,2163","29,99"
528,2023-04-06,2023-04-18,2023-04-13,16610,SO55744,"1,8663","4,99"
536,2023-04-06,2023-04-18,2023-04-13,16171,SO55745,"11,2163","29,99"
480,2023-04-06,2023-04-18,2023-04-13,16171,SO55745,"0,8565","2,29"
537,2023-04-06,2023-04-18,2023-04-13,21990,SO55746,"13,09","35,00"
528,2023-04-06,2023-04-18,2023-04-13,21990,SO55746,"1,8663","4,99"
214,2023-04-06,2023-04-18,2023-04-13,21990,SO55746,"13,0863","34,99"
463,2023-04-06,2023-04-18,2023-04-13,21990,SO55746,"9,1593","24,49"
528,2023-04-06,2023-04-18,2023-04-13,25219,SO55747,"1,8663","4,99"
222,2023-04-06,2023-04-18,2023-04-13,25219,SO55747,"13,0863","34,99"
528,2023-04-06,2023-04-18,2023-04-13,12372,SO55748,"1,8663","4,99"
480,2023-04-06,2023-04-18,2023-04-13,12372,SO55748,"0,8565","2,29"
540,2023-04-06,2023-04-18,2023-04-13,15811,SO55749,"12,1924","32,60"
529,2023-04-06,2023-04-18,2023-04-13,15811,SO55749,"1,4923","3,99"
480,2023-04-06,2023-04-18,2023-04-13,15811,SO55749,"0,8565","2,29"
222,2023-04-06,2023-04-18,2023-04-13,18192,SO55750,"13,0863","34,99"
480,2023-04-06,2023-04-18,2023-04-13,15639,SO55751,"0,8565","2,29"
487,2023-04-06,2023-04-18,2023-04-13,13121,SO55752,"20,5663","54,99"
489,2023-04-06,2023-04-18,2023-04-13,18719,SO55753,"41,5723","53,99"
582,2023-04-06,2023-04-18,2023-04-13,23939,SO55754,"1082,51","1700,99"
479,2023-04-06,2023-04-18,2023-04-13,23939,SO55754,"3,3623","8,99"
529,2023-04-06,2023-04-18,2023-04-13,11632,SO55755,"1,4923","3,99"
538,2023-04-06,2023-04-18,2023-04-13,11632,SO55755,"8,0373","21,49"
214,2023-04-06,2023-04-18,2023-04-13,11632,SO55755,"13,0863","34,99"
463,2023-04-06,2023-04-18,2023-04-13,11632,SO55755,"9,1593","24,49"
535,2023-04-06,2023-04-18,2023-04-13,11287,SO55756,"9,3463","24,99"
528,2023-04-06,2023-04-18,2023-04-13,22727,SO55757,"1,8663","4,99"
536,2023-04-06,2023-04-18,2023-04-13,22727,SO55757,"11,2163","29,99"
536,2023-04-06,2023-04-18,2023-04-13,22729,SO55758,"11,2163","29,99"
528,2023-04-06,2023-04-18,2023-04-13,22729,SO55758,"1,8663","4,99"
217,2023-04-06,2023-04-18,2023-04-13,22729,SO55758,"13,0863","34,99"
536,2023-04-06,2023-04-18,2023-04-13,11661,SO55759,"11,2163","29,99"
528,2023-04-06,2023-04-18,2023-04-13,11661,SO55759,"1,8663","4,99"
214,2023-04-06,2023-04-18,2023-04-13,11661,SO55759,"13,0863","34,99"
536,2023-04-06,2023-04-18,2023-04-13,22077,SO55760,"11,2163","29,99"
536,2023-04-06,2023-04-18,2023-04-13,24223,SO55761,"11,2163","29,99"
480,2023-04-06,2023-04-18,2023-04-13,24223,SO55761,"0,8565","2,29"
478,2023-04-06,2023-04-18,2023-04-13,21780,SO55762,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,21780,SO55762,"1,8663","4,99"
487,2023-04-06,2023-04-18,2023-04-13,21780,SO55762,"20,5663","54,99"
484,2023-04-06,2023-04-18,2023-04-13,21780,SO55762,"2,9733","7,95"
477,2023-04-06,2023-04-18,2023-04-13,23007,SO55763,"1,8663","4,99"
478,2023-04-06,2023-04-18,2023-04-13,23007,SO55763,"3,7363","9,99"
476,2023-04-06,2023-04-18,2023-04-13,15879,SO55764,"26,1763","69,99"
476,2023-04-06,2023-04-18,2023-04-13,19135,SO55765,"26,1763","69,99"
477,2023-04-06,2023-04-18,2023-04-13,16884,SO55766,"1,8663","4,99"
222,2023-04-06,2023-04-18,2023-04-13,16884,SO55766,"13,0863","34,99"
528,2023-04-06,2023-04-18,2023-04-13,15368,SO55767,"1,8663","4,99"
480,2023-04-06,2023-04-18,2023-04-13,15368,SO55767,"0,8565","2,29"
485,2023-04-06,2023-04-18,2023-04-13,14445,SO55768,"8,2205","21,98"
478,2023-04-06,2023-04-18,2023-04-13,14445,SO55768,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,14445,SO55768,"1,8663","4,99"
473,2023-04-06,2023-04-18,2023-04-13,14445,SO55768,"23,749","63,50"
485,2023-04-06,2023-04-18,2023-04-13,14243,SO55769,"8,2205","21,98"
231,2023-04-06,2023-04-18,2023-04-13,14243,SO55769,"38,4923","49,99"
528,2023-04-06,2023-04-18,2023-04-13,15273,SO55770,"1,8663","4,99"
222,2023-04-06,2023-04-18,2023-04-13,15273,SO55770,"13,0863","34,99"
471,2023-04-06,2023-04-18,2023-04-13,15273,SO55770,"23,749","63,50"
485,2023-04-06,2023-04-18,2023-04-13,18407,SO55771,"8,2205","21,98"
481,2023-04-06,2023-04-18,2023-04-13,18407,SO55771,"3,3623","8,99"
528,2023-04-06,2023-04-18,2023-04-13,19926,SO55772,"1,8663","4,99"
222,2023-04-06,2023-04-18,2023-04-13,19926,SO55772,"13,0863","34,99"
540,2023-04-06,2023-04-18,2023-04-13,14422,SO55773,"12,1924","32,60"
529,2023-04-06,2023-04-18,2023-04-13,14422,SO55773,"1,4923","3,99"
480,2023-04-06,2023-04-18,2023-04-13,14422,SO55773,"0,8565","2,29"
485,2023-04-06,2023-04-18,2023-04-13,14943,SO55774,"8,2205","21,98"
478,2023-04-06,2023-04-18,2023-04-13,14943,SO55774,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,14943,SO55774,"1,8663","4,99"
473,2023-04-06,2023-04-18,2023-04-13,18014,SO55775,"23,749","63,50"
536,2023-04-06,2023-04-18,2023-04-13,18014,SO55775,"11,2163","29,99"
225,2023-04-06,2023-04-18,2023-04-13,21843,SO55776,"6,9223","8,99"
477,2023-04-06,2023-04-18,2023-04-13,21843,SO55776,"1,8663","4,99"
477,2023-04-06,2023-04-18,2023-04-13,24035,SO55777,"1,8663","4,99"
482,2023-04-06,2023-04-18,2023-04-13,24035,SO55777,"3,3623","8,99"
529,2023-04-06,2023-04-18,2023-04-13,22804,SO55778,"1,4923","3,99"
228,2023-04-06,2023-04-18,2023-04-13,22804,SO55778,"38,4923","49,99"
529,2023-04-06,2023-04-18,2023-04-13,25524,SO55779,"1,4923","3,99"
538,2023-04-06,2023-04-18,2023-04-13,25524,SO55779,"8,0373","21,49"
530,2023-04-06,2023-04-18,2023-04-13,12603,SO55780,"1,8663","4,99"
541,2023-04-06,2023-04-18,2023-04-13,12603,SO55780,"10,8423","28,99"
467,2023-04-06,2023-04-18,2023-04-13,12603,SO55780,"9,1593","24,49"
234,2023-04-06,2023-04-18,2023-04-13,12603,SO55780,"38,4923","49,99"
530,2023-04-06,2023-04-18,2023-04-13,25299,SO55781,"1,8663","4,99"
528,2023-04-06,2023-04-18,2023-04-13,11499,SO55782,"1,8663","4,99"
537,2023-04-06,2023-04-18,2023-04-13,11499,SO55782,"13,09","35,00"
485,2023-04-06,2023-04-18,2023-04-13,11499,SO55782,"8,2205","21,98"
484,2023-04-06,2023-04-18,2023-04-13,11499,SO55782,"2,9733","7,95"
485,2023-04-06,2023-04-18,2023-04-13,16643,SO55783,"8,2205","21,98"
222,2023-04-06,2023-04-18,2023-04-13,16643,SO55783,"13,0863","34,99"
485,2023-04-06,2023-04-18,2023-04-13,16506,SO55784,"8,2205","21,98"
482,2023-04-06,2023-04-18,2023-04-13,16506,SO55784,"3,3623","8,99"
485,2023-04-06,2023-04-18,2023-04-13,15863,SO55785,"8,2205","21,98"
487,2023-04-06,2023-04-18,2023-04-13,15863,SO55785,"20,5663","54,99"
463,2023-04-06,2023-04-18,2023-04-13,15863,SO55785,"9,1593","24,49"
528,2023-04-06,2023-04-18,2023-04-13,12960,SO55786,"1,8663","4,99"
537,2023-04-06,2023-04-18,2023-04-13,12960,SO55786,"13,09","35,00"
480,2023-04-06,2023-04-18,2023-04-13,12960,SO55786,"0,8565","2,29"
478,2023-04-06,2023-04-18,2023-04-13,12722,SO55787,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,12722,SO55787,"1,8663","4,99"
467,2023-04-06,2023-04-18,2023-04-13,12722,SO55787,"9,1593","24,49"
485,2023-04-06,2023-04-18,2023-04-13,17119,SO55788,"8,2205","21,98"
597,2023-04-06,2023-04-18,2023-04-13,13069,SO55789,"294,5797","539,99"
478,2023-04-06,2023-04-18,2023-04-13,13069,SO55789,"3,7363","9,99"
594,2023-04-06,2023-04-18,2023-04-13,19111,SO55790,"308,2179","564,99"
535,2023-04-06,2023-04-18,2023-04-13,19111,SO55790,"9,3463","24,99"
528,2023-04-06,2023-04-18,2023-04-13,19111,SO55790,"1,8663","4,99"
478,2023-04-06,2023-04-18,2023-04-13,19111,SO55790,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,19111,SO55790,"1,8663","4,99"
595,2023-04-06,2023-04-18,2023-04-13,13068,SO55791,"308,2179","564,99"
477,2023-04-06,2023-04-18,2023-04-13,13068,SO55791,"1,8663","4,99"
478,2023-04-06,2023-04-18,2023-04-13,13068,SO55791,"3,7363","9,99"
489,2023-04-06,2023-04-18,2023-04-13,13068,SO55791,"41,5723","53,99"
587,2023-04-06,2023-04-18,2023-04-13,13993,SO55792,"419,7784","769,49"
214,2023-04-06,2023-04-18,2023-04-13,13993,SO55792,"13,0863","34,99"
588,2023-04-06,2023-04-18,2023-04-13,14080,SO55793,"419,7784","769,49"
476,2023-04-06,2023-04-18,2023-04-13,14080,SO55793,"26,1763","69,99"
225,2023-04-06,2023-04-18,2023-04-13,14080,SO55793,"6,9223","8,99"
359,2023-04-06,2023-04-18,2023-04-13,13203,SO55794,"1251,9813","2294,99"
478,2023-04-06,2023-04-18,2023-04-13,13203,SO55794,"3,7363","9,99"
477,2023-04-06,2023-04-18,2023-04-13,13203,SO55794,"1,8663","4,99"
357,2023-04-06,2023-04-18,2023-04-13,12438,SO55795,"1265,6195","2319,99"
588,2023-04-06,2023-04-18,2023-04-13,16707,SO55796,"419,7784","769,49"
536,2023-04-06,2023-04-18,2023-04-13,16707,SO55796,"11,2163","29,99"
587,2023-04-06,2023-04-18,2023-04-13,14304,SO55797,"419,7784","769,49"
606,2023-04-06,2023-04-18,2023-04-13,20997,SO55798,"343,6496","539,99"
477,2023-04-06,2023-04-18,2023-04-13,20997,SO55798,"1,8663","4,99"
479,2023-04-06,2023-04-18,2023-04-13,20997,SO55798,"3,3623","8,99"
225,2023-04-06,2023-04-18,2023-04-13,20997,SO55798,"6,9223","8,99"
573,2023-04-06,2023-04-18,2023-04-13,29195,SO55799,"1481,9379","2384,07"
217,2023-04-06,2023-04-18,2023-04-13,29195,SO55799,"13,0863","34,99"
376,2023-04-06,2023-04-18,2023-04-13,19559,SO55800,"1554,9479","2443,35"
214,2023-04-06,2023-04-18,2023-04-13,19559,SO55800,"13,0863","34,99"
376,2023-04-06,2023-04-18,2023-04-13,19084,SO55801,"1554,9479","2443,35"
529,2023-04-06,2023-04-18,2023-04-13,19084,SO55801,"1,4923","3,99"
540,2023-04-06,2023-04-18,2023-04-13,19084,SO55801,"12,1924","32,60"
214,2023-04-06,2023-04-18,2023-04-13,19084,SO55801,"13,0863","34,99"
600,2023-04-06,2023-04-18,2023-04-13,15832,SO55802,"294,5797","539,99"
573,2023-04-06,2023-04-18,2023-04-13,24347,SO55803,"1481,9379","2384,07"
214,2023-04-06,2023-04-18,2023-04-13,24347,SO55803,"13,0863","34,99"
564,2023-04-06,2023-04-18,2023-04-13,24351,SO55804,"1481,9379","2384,07"
225,2023-04-06,2023-04-18,2023-04-13,24351,SO55804,"6,9223","8,99"
606,2023-04-06,2023-04-18,2023-04-13,22043,SO55805,"343,6496","539,99"
479,2023-04-06,2023-04-18,2023-04-13,22043,SO55805,"3,3623","8,99"
477,2023-04-06,2023-04-18,2023-04-13,22043,SO55805,"1,8663","4,99"
214,2023-04-06,2023-04-18,2023-04-13,22043,SO55805,"13,0863","34,99"
386,2023-04-06,2023-04-18,2023-04-13,18641,SO55806,"713,0798","1120,49"
382,2023-04-06,2023-04-18,2023-04-13,19993,SO55807,"713,0798","1120,49"
479,2023-04-06,2023-04-18,2023-04-13,19993,SO55807,"3,3623","8,99"
477,2023-04-06,2023-04-18,2023-04-13,19993,SO55807,"1,8663","4,99"
237,2023-04-06,2023-04-18,2023-04-13,19993,SO55807,"38,4923","49,99"
386,2023-04-06,2023-04-18,2023-04-13,23232,SO55808,"713,0798","1120,49"
390,2023-04-06,2023-04-18,2023-04-13,23752,SO55809,"713,0798","1120,49"
225,2023-04-06,2023-04-18,2023-04-13,23752,SO55809,"6,9223","8,99"
217,2023-04-06,2023-04-18,2023-04-13,23752,SO55809,"13,0863","34,99"
605,2023-04-06,2023-04-18,2023-04-13,25757,SO55810,"343,6496","539,99"
538,2023-04-06,2023-04-18,2023-04-13,25757,SO55810,"8,0373","21,49"
529,2023-04-06,2023-04-18,2023-04-13,25757,SO55810,"1,4923","3,99"
473,2023-04-06,2023-04-18,2023-04-13,25757,SO55810,"23,749","63,50"
561,2023-04-06,2023-04-18,2023-04-13,12301,SO55811,"1481,9379","2384,07"
217,2023-04-06,2023-04-18,2023-04-13,12301,SO55811,"13,0863","34,99"
231,2023-04-06,2023-04-18,2023-04-13,12301,SO55811,"38,4923","49,99"
467,2023-04-06,2023-04-18,2023-04-13,12301,SO55811,"9,1593","24,49"
567,2023-04-06,2023-04-18,2023-04-13,14276,SO55812,"461,4448","742,35"
479,2023-04-06,2023-04-18,2023-04-13,14276,SO55812,"3,3623","8,99"
477,2023-04-06,2023-04-18,2023-04-13,14276,SO55812,"1,8663","4,99"
214,2023-04-06,2023-04-18,2023-04-13,14276,SO55812,"13,0863","34,99"
463,2023-04-06,2023-04-18,2023-04-13,14276,SO55812,"9,1593","24,49"
353,2023-04-07,2023-04-19,2023-04-14,12282,SO55813,"1265,6195","2319,99"
577,2023-04-07,2023-04-19,2023-04-14,14064,SO55814,"755,1508","1214,85"
217,2023-04-07,2023-04-19,2023-04-14,14064,SO55814,"13,0863","34,99"
489,2023-04-07,2023-04-19,2023-04-14,14064,SO55814,"41,5723","53,99"
477,2023-04-07,2023-04-19,2023-04-14,11711,SO55815,"1,8663","4,99"
479,2023-04-07,2023-04-19,2023-04-14,11711,SO55815,"3,3623","8,99"
535,2023-04-07,2023-04-19,2023-04-14,11094,SO55816,"9,3463","24,99"
528,2023-04-07,2023-04-19,2023-04-14,11094,SO55816,"1,8663","4,99"
529,2023-04-07,2023-04-19,2023-04-14,14237,SO55817,"1,4923","3,99"
539,2023-04-07,2023-04-19,2023-04-14,14237,SO55817,"9,3463","24,99"
480,2023-04-07,2023-04-19,2023-04-14,14237,SO55817,"0,8565","2,29"
477,2023-04-07,2023-04-19,2023-04-14,20419,SO55818,"1,8663","4,99"
477,2023-04-07,2023-04-19,2023-04-14,15216,SO55819,"1,8663","4,99"
478,2023-04-07,2023-04-19,2023-04-14,15216,SO55819,"3,7363","9,99"
214,2023-04-07,2023-04-19,2023-04-14,15216,SO55819,"13,0863","34,99"
465,2023-04-07,2023-04-19,2023-04-14,15216,SO55819,"9,1593","24,49"
540,2023-04-07,2023-04-19,2023-04-14,15810,SO55820,"12,1924","32,60"
480,2023-04-07,2023-04-19,2023-04-14,15810,SO55820,"0,8565","2,29"
217,2023-04-07,2023-04-19,2023-04-14,13149,SO55821,"13,0863","34,99"
580,2023-04-07,2023-04-19,2023-04-14,24718,SO55822,"1082,51","1700,99"
237,2023-04-07,2023-04-19,2023-04-14,24718,SO55822,"38,4923","49,99"
374,2023-04-07,2023-04-19,2023-04-14,20150,SO55823,"1554,9479","2443,35"
529,2023-04-07,2023-04-19,2023-04-14,20150,SO55823,"1,4923","3,99"
540,2023-04-07,2023-04-19,2023-04-14,20150,SO55823,"12,1924","32,60"
217,2023-04-07,2023-04-19,2023-04-14,20150,SO55823,"13,0863","34,99"
228,2023-04-07,2023-04-19,2023-04-14,20150,SO55823,"38,4923","49,99"
587,2023-04-07,2023-04-19,2023-04-14,13799,SO55824,"419,7784","769,49"
231,2023-04-07,2023-04-19,2023-04-14,13799,SO55824,"38,4923","49,99"
225,2023-04-07,2023-04-19,2023-04-14,13799,SO55824,"6,9223","8,99"
587,2023-04-07,2023-04-19,2023-04-14,15653,SO55825,"419,7784","769,49"
528,2023-04-07,2023-04-19,2023-04-14,15653,SO55825,"1,8663","4,99"
536,2023-04-07,2023-04-19,2023-04-14,15653,SO55825,"11,2163","29,99"
214,2023-04-07,2023-04-19,2023-04-14,15653,SO55825,"13,0863","34,99"
225,2023-04-07,2023-04-19,2023-04-14,15653,SO55825,"6,9223","8,99"
490,2023-04-07,2023-04-19,2023-04-14,11223,SO55826,"41,5723","53,99"
529,2023-04-07,2023-04-19,2023-04-14,11221,SO55827,"1,4923","3,99"
530,2023-04-07,2023-04-19,2023-04-14,28127,SO55828,"1,8663","4,99"
529,2023-04-07,2023-04-19,2023-04-14,29089,SO55829,"1,4923","3,99"
480,2023-04-07,2023-04-19,2023-04-14,29089,SO55829,"0,8565","2,29"
529,2023-04-07,2023-04-19,2023-04-14,27680,SO55830,"1,4923","3,99"
538,2023-04-07,2023-04-19,2023-04-14,27680,SO55830,"8,0373","21,49"
480,2023-04-07,2023-04-19,2023-04-14,27680,SO55830,"0,8565","2,29"
484,2023-04-07,2023-04-19,2023-04-14,27680,SO55830,"2,9733","7,95"
541,2023-04-07,2023-04-19,2023-04-14,26184,SO55831,"10,8423","28,99"
530,2023-04-07,2023-04-19,2023-04-14,26184,SO55831,"1,8663","4,99"
480,2023-04-07,2023-04-19,2023-04-14,26184,SO55831,"0,8565","2,29"
539,2023-04-07,2023-04-19,2023-04-14,28638,SO55832,"9,3463","24,99"
225,2023-04-07,2023-04-19,2023-04-14,28638,SO55832,"6,9223","8,99"
529,2023-04-07,2023-04-19,2023-04-14,28638,SO55832,"1,4923","3,99"
540,2023-04-07,2023-04-19,2023-04-14,24827,SO55833,"12,1924","32,60"
480,2023-04-07,2023-04-19,2023-04-14,24827,SO55833,"0,8565","2,29"
540,2023-04-07,2023-04-19,2023-04-14,13920,SO55834,"12,1924","32,60"
529,2023-04-07,2023-04-19,2023-04-14,13920,SO55834,"1,4923","3,99"
217,2023-04-07,2023-04-19,2023-04-14,13920,SO55834,"13,0863","34,99"
535,2023-04-07,2023-04-19,2023-04-14,25343,SO55835,"9,3463","24,99"
540,2023-04-07,2023-04-19,2023-04-14,25091,SO55836,"12,1924","32,60"
529,2023-04-07,2023-04-19,2023-04-14,25091,SO55836,"1,4923","3,99"
536,2023-04-07,2023-04-19,2023-04-14,23364,SO55837,"11,2163","29,99"
480,2023-04-07,2023-04-19,2023-04-14,23364,SO55837,"0,8565","2,29"
536,2023-04-07,2023-04-19,2023-04-14,23366,SO55838,"11,2163","29,99"
528,2023-04-07,2023-04-19,2023-04-14,23366,SO55838,"1,8663","4,99"
485,2023-04-07,2023-04-19,2023-04-14,23366,SO55838,"8,2205","21,98"
480,2023-04-07,2023-04-19,2023-04-14,23366,SO55838,"0,8565","2,29"
478,2023-04-07,2023-04-19,2023-04-14,20634,SO55839,"3,7363","9,99"
478,2023-04-07,2023-04-19,2023-04-14,13197,SO55840,"3,7363","9,99"
477,2023-04-07,2023-04-19,2023-04-14,13197,SO55840,"1,8663","4,99"
217,2023-04-07,2023-04-19,2023-04-14,13197,SO55840,"13,0863","34,99"
474,2023-04-07,2023-04-19,2023-04-14,19152,SO55841,"26,1763","69,99"
225,2023-04-07,2023-04-19,2023-04-14,19152,SO55841,"6,9223","8,99"
477,2023-04-07,2023-04-19,2023-04-14,16382,SO55842,"1,8663","4,99"
487,2023-04-07,2023-04-19,2023-04-14,16382,SO55842,"20,5663","54,99"
528,2023-04-07,2023-04-19,2023-04-14,19873,SO55843,"1,8663","4,99"
480,2023-04-07,2023-04-19,2023-04-14,19873,SO55843,"0,8565","2,29"
528,2023-04-07,2023-04-19,2023-04-14,14568,SO55844,"1,8663","4,99"
478,2023-04-07,2023-04-19,2023-04-14,14568,SO55844,"3,7363","9,99"
477,2023-04-07,2023-04-19,2023-04-14,14568,SO55844,"1,8663","4,99"
222,2023-04-07,2023-04-19,2023-04-14,14568,SO55844,"13,0863","34,99"
475,2023-04-07,2023-04-19,2023-04-14,14554,SO55845,"26,1763","69,99"
537,2023-04-07,2023-04-19,2023-04-14,15057,SO55846,"13,09","35,00"
528,2023-04-07,2023-04-19,2023-04-14,15057,SO55846,"1,8663","4,99"
217,2023-04-07,2023-04-19,2023-04-14,15057,SO55846,"13,0863","34,99"
529,2023-04-07,2023-04-19,2023-04-14,14961,SO55847,"1,4923","3,99"
539,2023-04-07,2023-04-19,2023-04-14,14961,SO55847,"9,3463","24,99"
480,2023-04-07,2023-04-19,2023-04-14,14961,SO55847,"0,8565","2,29"
483,2023-04-07,2023-04-19,2023-04-14,14961,SO55847,"44,88","120,00"
478,2023-04-07,2023-04-19,2023-04-14,12737,SO55848,"3,7363","9,99"
222,2023-04-07,2023-04-19,2023-04-14,12737,SO55848,"13,0863","34,99"
529,2023-04-07,2023-04-19,2023-04-14,23910,SO55849,"1,4923","3,99"
480,2023-04-07,2023-04-19,2023-04-14,23910,SO55849,"0,8565","2,29"
529,2023-04-07,2023-04-19,2023-04-14,27308,SO55850,"1,4923","3,99"
480,2023-04-07,2023-04-19,2023-04-14,27308,SO55850,"0,8565","2,29"
538,2023-04-07,2023-04-19,2023-04-14,22424,SO55851,"8,0373","21,49"
490,2023-04-07,2023-04-19,2023-04-14,22424,SO55851,"41,5723","53,99"
530,2023-04-07,2023-04-19,2023-04-14,12728,SO55852,"1,8663","4,99"
487,2023-04-07,2023-04-19,2023-04-14,12728,SO55852,"20,5663","54,99"
530,2023-04-07,2023-04-19,2023-04-14,23928,SO55853,"1,8663","4,99"
541,2023-04-07,2023-04-19,2023-04-14,23928,SO55853,"10,8423","28,99"
480,2023-04-07,2023-04-19,2023-04-14,23928,SO55853,"0,8565","2,29"
485,2023-04-07,2023-04-19,2023-04-14,14887,SO55854,"8,2205","21,98"
478,2023-04-07,2023-04-19,2023-04-14,14887,SO55854,"3,7363","9,99"
477,2023-04-07,2023-04-19,2023-04-14,14887,SO55854,"1,8663","4,99"
228,2023-04-07,2023-04-19,2023-04-14,14887,SO55854,"38,4923","49,99"
357,2023-04-07,2023-04-19,2023-04-14,11617,SO55855,"1265,6195","2319,99"
537,2023-04-07,2023-04-19,2023-04-14,11617,SO55855,"13,09","35,00"
480,2023-04-07,2023-04-19,2023-04-14,11617,SO55855,"0,8565","2,29"
363,2023-04-07,2023-04-19,2023-04-14,11626,SO55856,"1251,9813","2294,99"
485,2023-04-07,2023-04-19,2023-04-14,11626,SO55856,"8,2205","21,98"
471,2023-04-07,2023-04-19,2023-04-14,11626,SO55856,"23,749","63,50"
577,2023-04-07,2023-04-19,2023-04-14,29432,SO55857,"755,1508","1214,85"
479,2023-04-07,2023-04-19,2023-04-14,29432,SO55857,"3,3623","8,99"
477,2023-04-07,2023-04-19,2023-04-14,29432,SO55857,"1,8663","4,99"
489,2023-04-07,2023-04-19,2023-04-14,29432,SO55857,"41,5723","53,99"
465,2023-04-07,2023-04-19,2023-04-14,29432,SO55857,"9,1593","24,49"
225,2023-04-07,2023-04-19,2023-04-14,29292,SO55858,"6,9223","8,99"
561,2023-04-07,2023-04-19,2023-04-14,29292,SO55858,"1481,9379","2384,07"
353,2023-04-07,2023-04-19,2023-04-14,12342,SO55859,"1265,6195","2319,99"
478,2023-04-07,2023-04-19,2023-04-14,12342,SO55859,"3,7363","9,99"
477,2023-04-07,2023-04-19,2023-04-14,12342,SO55859,"1,8663","4,99"
222,2023-04-07,2023-04-19,2023-04-14,12342,SO55859,"13,0863","34,99"
355,2023-04-07,2023-04-19,2023-04-14,11112,SO55860,"1265,6195","2319,99"
485,2023-04-07,2023-04-19,2023-04-14,11112,SO55860,"8,2205","21,98"
486,2023-04-07,2023-04-19,2023-04-14,11112,SO55860,"59,466","159,00"
562,2023-04-07,2023-04-19,2023-04-14,25015,SO55861,"1481,9379","2384,07"
477,2023-04-07,2023-04-19,2023-04-14,25015,SO55861,"1,8663","4,99"
479,2023-04-07,2023-04-19,2023-04-14,25015,SO55861,"3,3623","8,99"
473,2023-04-07,2023-04-19,2023-04-14,25015,SO55861,"23,749","63,50"
562,2023-04-07,2023-04-19,2023-04-14,24808,SO55862,"1481,9379","2384,07"
477,2023-04-07,2023-04-19,2023-04-14,24808,SO55862,"1,8663","4,99"
479,2023-04-07,2023-04-19,2023-04-14,24808,SO55862,"3,3623","8,99"
225,2023-04-07,2023-04-19,2023-04-14,24808,SO55862,"6,9223","8,99"
563,2023-04-07,2023-04-19,2023-04-14,11328,SO55863,"1481,9379","2384,07"
479,2023-04-07,2023-04-19,2023-04-14,11328,SO55863,"3,3623","8,99"
477,2023-04-07,2023-04-19,2023-04-14,11328,SO55863,"1,8663","4,99"
561,2023-04-07,2023-04-19,2023-04-14,25724,SO55864,"1481,9379","2384,07"
477,2023-04-07,2023-04-19,2023-04-14,25724,SO55864,"1,8663","4,99"
479,2023-04-07,2023-04-19,2023-04-14,25724,SO55864,"3,3623","8,99"
222,2023-04-07,2023-04-19,2023-04-14,25724,SO55864,"13,0863","34,99"
225,2023-04-07,2023-04-19,2023-04-14,25724,SO55864,"6,9223","8,99"
574,2023-04-07,2023-04-19,2023-04-14,28729,SO55865,"1481,9379","2384,07"
477,2023-04-07,2023-04-19,2023-04-14,28729,SO55865,"1,8663","4,99"
479,2023-04-07,2023-04-19,2023-04-14,28729,SO55865,"3,3623","8,99"
489,2023-04-07,2023-04-19,2023-04-14,28729,SO55865,"41,5723","53,99"
564,2023-04-07,2023-04-19,2023-04-14,15685,SO55866,"1481,9379","2384,07"
214,2023-04-07,2023-04-19,2023-04-14,15685,SO55866,"13,0863","34,99"
